rgn_id,taxa_code,taxa_group,year,tonnes
25,Metapenaeus shrimps nei_218,F,2000,656
25,Metapenaeus shrimps nei_218,F,2001,638
25,Metapenaeus shrimps nei_218,F,2002,529
25,Metapenaeus shrimps nei_218,F,2003,262
25,Metapenaeus shrimps nei_218,F,2004,226
25,Metapenaeus shrimps nei_218,F,2005,100
25,Metapenaeus shrimps nei_218,F,2006,0
25,Metapenaeus shrimps nei_218,F,2007,0
25,Metapenaeus shrimps nei_218,F,2008,0
25,Metapenaeus shrimps nei_218,F,2009,0
25,Metapenaeus shrimps nei_218,F,2010,0
25,Metapenaeus shrimps nei_218,F,2011,516
25,Metapenaeus shrimps nei_218,F,2012,219
25,Metapenaeus shrimps nei_218,F,2013,154
25,Metapenaeus shrimps nei_218,F,2014,146
25,Metapenaeus shrimps nei_218,F,2015,450
25,Metapenaeus shrimps nei_218,F,2016,219
25,Metapenaeus shrimps nei_218,F,2017,210
25,Penaeus shrimps nei_219,SH,1950,1000
25,Penaeus shrimps nei_219,SH,1951,1200
25,Penaeus shrimps nei_219,SH,1952,2450
25,Penaeus shrimps nei_219,SH,1953,800
25,Penaeus shrimps nei_219,SH,1954,1000
25,Penaeus shrimps nei_219,SH,1955,1500
25,Penaeus shrimps nei_219,SH,1956,1000
25,Penaeus shrimps nei_219,SH,1957,1200
25,Penaeus shrimps nei_219,SH,1958,1700
25,Penaeus shrimps nei_219,SH,1959,1600
25,Penaeus shrimps nei_219,SH,1960,1800
25,Penaeus shrimps nei_219,SH,1961,2000
25,Penaeus shrimps nei_219,SH,1962,2400
25,Penaeus shrimps nei_219,SH,1963,1100
25,Penaeus shrimps nei_219,SH,1964,1000
25,Penaeus shrimps nei_219,SH,1965,1500
25,Penaeus shrimps nei_219,SH,1966,1100
25,Penaeus shrimps nei_219,SH,1967,2000
25,Penaeus shrimps nei_219,SH,1968,1800
25,Penaeus shrimps nei_219,SH,1969,3440
25,Penaeus shrimps nei_219,SH,1970,1600
25,Penaeus shrimps nei_219,SH,1971,2200
25,Penaeus shrimps nei_219,SH,1972,2450
25,Penaeus shrimps nei_219,SH,1973,1400
25,Penaeus shrimps nei_219,SH,1974,1400
25,Penaeus shrimps nei_219,SH,1975,1500
25,Penaeus shrimps nei_219,SH,1976,1081
25,Penaeus shrimps nei_219,SH,1977,1240
25,Penaeus shrimps nei_219,SH,1978,3778
25,Penaeus shrimps nei_219,SH,1979,3403
25,Penaeus shrimps nei_219,SH,1980,2900
25,Penaeus shrimps nei_219,SH,1981,3205
25,Penaeus shrimps nei_219,SH,1982,3276
25,Penaeus shrimps nei_219,SH,1983,3249
25,Penaeus shrimps nei_219,SH,1984,1527
25,Penaeus shrimps nei_219,SH,1985,1702
25,Penaeus shrimps nei_219,SH,1986,2286
25,Penaeus shrimps nei_219,SH,1987,1476
25,Penaeus shrimps nei_219,SH,1988,2073
25,Penaeus shrimps nei_219,SH,1989,1236
25,Penaeus shrimps nei_219,SH,1990,1870
25,Penaeus shrimps nei_219,SH,1991,200
25,Penaeus shrimps nei_219,SH,1992,81
25,Penaeus shrimps nei_219,SH,1993,1073
25,Penaeus shrimps nei_219,SH,1994,1500
25,Penaeus shrimps nei_219,SH,1995,1143
25,Penaeus shrimps nei_219,SH,1996,1389
25,Penaeus shrimps nei_219,SH,1997,1166
25,Penaeus shrimps nei_219,SH,1998,1306
25,Penaeus shrimps nei_219,SH,1999,717
25,Penaeus shrimps nei_219,SH,2000,656
25,Penaeus shrimps nei_219,SH,2001,658
25,Penaeus shrimps nei_219,SH,2002,967
25,Penaeus shrimps nei_219,SH,2003,340
25,Penaeus shrimps nei_219,SH,2004,154
25,Penaeus shrimps nei_219,SH,2005,100
25,Penaeus shrimps nei_219,SH,2006,154
25,Penaeus shrimps nei_219,SH,2007,125
25,Penaeus shrimps nei_219,SH,2008,60
25,Penaeus shrimps nei_219,SH,2009,18
25,Penaeus shrimps nei_219,SH,2010,150
25,Penaeus shrimps nei_219,SH,2011,666
25,Penaeus shrimps nei_219,SH,2012,143
25,Penaeus shrimps nei_219,SH,2013,35
25,Penaeus shrimps nei_219,SH,2014,28
25,Penaeus shrimps nei_219,SH,2015,37
25,Penaeus shrimps nei_219,SH,2016,37
25,Penaeus shrimps nei_219,SH,2017,33
25,Sea mussels nei_220,BI,1970,80
25,Sea mussels nei_220,BI,1971,90
25,Sea mussels nei_220,BI,1972,100
25,Sea mussels nei_220,BI,1973,120
25,Sea mussels nei_220,BI,1974,140
25,Sea mussels nei_220,BI,1975,156
25,Sea mussels nei_220,BI,1976,180
25,Sea mussels nei_220,BI,1977,207
25,Sea mussels nei_220,BI,1978,238
25,Sea mussels nei_220,BI,1979,274
25,Sea mussels nei_220,BI,1980,316
25,Sea mussels nei_220,BI,1981,1338
25,Sea mussels nei_220,BI,1982,538
25,Sea mussels nei_220,BI,1983,569
25,Sea mussels nei_220,BI,1984,1608
25,Sea mussels nei_220,BI,1985,361
25,Sea mussels nei_220,BI,1986,272
25,Sea mussels nei_220,BI,1987,818
25,Sea mussels nei_220,BI,1988,652
25,Sea mussels nei_220,BI,1989,46
25,Sea mussels nei_220,BI,1990,1000
25,Sea mussels nei_220,BI,1991,1092
25,Sea mussels nei_220,BI,1992,4003
25,Sea mussels nei_220,BI,1993,3572
25,Sea mussels nei_220,BI,1994,4836
25,Sea mussels nei_220,BI,1995,4211
25,Sea mussels nei_220,BI,1996,5438
25,Sea mussels nei_220,BI,1997,0
25,Sea mussels nei_220,BI,1998,0
25,Sea mussels nei_220,BI,1999,4
25,Sea mussels nei_220,BI,2000,0
25,Sea mussels nei_220,BI,2001,0
25,Sea mussels nei_220,BI,2002,0
25,Sea mussels nei_220,BI,2003,0
25,Sea mussels nei_220,BI,2004,0
25,Sea mussels nei_220,BI,2005,0
25,Sea mussels nei_220,BI,2006,0
25,Sea mussels nei_220,BI,2007,0
25,Sea mussels nei_220,BI,2008,0
25,Sea mussels nei_220,BI,2009,0
25,Sea mussels nei_220,BI,2010,0
25,Sea mussels nei_220,BI,2011,0
25,Sea mussels nei_220,BI,2012,0
25,Sea mussels nei_220,BI,2013,0
25,Sea mussels nei_220,BI,2014,0
25,Sea mussels nei_220,BI,2015,0
25,Sea mussels nei_220,BI,2016,0
25,Sea mussels nei_220,BI,2017,0
25,Squaretail mullet_221,F,1957,5
25,Squaretail mullet_221,F,1958,10
25,Squaretail mullet_221,F,1959,25
25,Squaretail mullet_221,F,1960,20
25,Squaretail mullet_221,F,1961,20
25,Squaretail mullet_221,F,1962,20
25,Squaretail mullet_221,F,1963,40
25,Squaretail mullet_221,F,1964,60
25,Squaretail mullet_221,F,1965,50
25,Squaretail mullet_221,F,1966,50
25,Squaretail mullet_221,F,1967,100
25,Squaretail mullet_221,F,1968,130
25,Squaretail mullet_221,F,1969,130
25,Squaretail mullet_221,F,1970,140
25,Squaretail mullet_221,F,1971,150
25,Squaretail mullet_221,F,1972,190
25,Squaretail mullet_221,F,1973,180
25,Squaretail mullet_221,F,1974,220
25,Squaretail mullet_221,F,1975,200
25,Squaretail mullet_221,F,1976,250
25,Squaretail mullet_221,F,1977,276
25,Squaretail mullet_221,F,1978,390
25,Squaretail mullet_221,F,1979,396
25,Squaretail mullet_221,F,1980,514
25,Squaretail mullet_221,F,1981,370
25,Squaretail mullet_221,F,1982,374
25,Squaretail mullet_221,F,1983,223
25,Squaretail mullet_221,F,1984,391
25,Squaretail mullet_221,F,1985,268
25,Squaretail mullet_221,F,1986,261
25,Squaretail mullet_221,F,1987,307
25,Squaretail mullet_221,F,1988,139
25,Squaretail mullet_221,F,1989,108
25,Squaretail mullet_221,F,1990,0
25,Squaretail mullet_221,F,1991,0
25,Squaretail mullet_221,F,1992,154
25,Squaretail mullet_221,F,1993,155
25,Squaretail mullet_221,F,1994,155
25,Squaretail mullet_221,F,1995,246
25,Squaretail mullet_221,F,1996,363
25,Squaretail mullet_221,F,1997,295
25,Squaretail mullet_221,F,1998,288
25,Squaretail mullet_221,F,1999,32
25,Squaretail mullet_221,F,2000,26
25,Squaretail mullet_221,F,2001,20
25,Squaretail mullet_221,F,2002,9
25,Squaretail mullet_221,F,2003,11
25,Squaretail mullet_221,F,2004,23
25,Squaretail mullet_221,F,2005,20
25,Squaretail mullet_221,F,2006,0
25,Squaretail mullet_221,F,2007,0
25,Squaretail mullet_221,F,2008,0
25,Squaretail mullet_221,F,2009,0
25,Squaretail mullet_221,F,2010,0
25,Squaretail mullet_221,F,2011,0
25,Squaretail mullet_221,F,2012,0
25,Squaretail mullet_221,F,2013,0
25,Squaretail mullet_221,F,2014,60
25,Squaretail mullet_221,F,2015,35
25,Squaretail mullet_221,F,2016,19
25,Squaretail mullet_221,F,2017,0
25,Whiteleg shrimp_222,SH,2002,60000
25,Whiteleg shrimp_223,SH,2003,7584
25,Whiteleg shrimp_222,SH,2003,124781
25,Whiteleg shrimp_223,SH,2004,47052
25,Whiteleg shrimp_222,SH,2004,204646
25,Whiteleg shrimp_223,SH,2005,84112
25,Whiteleg shrimp_222,SH,2005,290375
25,Whiteleg shrimp_223,SH,2006,121850
25,Whiteleg shrimp_222,SH,2006,358211
25,Whiteleg shrimp_223,SH,2007,127368
25,Whiteleg shrimp_222,SH,2007,381078
25,Whiteleg shrimp_223,SH,2008,131288
25,Whiteleg shrimp_222,SH,2008,370106
25,Whiteleg shrimp_223,SH,2009,134390
25,Whiteleg shrimp_222,SH,2009,436799
25,Whiteleg shrimp_223,SH,2010,133110
25,Whiteleg shrimp_222,SH,2010,427965
25,Whiteleg shrimp_223,SH,2011,140957
25,Whiteleg shrimp_222,SH,2011,462270
25,Whiteleg shrimp_223,SH,2012,130151
25,Whiteleg shrimp_222,SH,2012,458219
25,Whiteleg shrimp_223,SH,2013,73646
25,Whiteleg shrimp_222,SH,2013,237059
25,Whiteleg shrimp_223,SH,2014,40863
25,Whiteleg shrimp_222,SH,2014,222382
25,Whiteleg shrimp_223,SH,2015,48435
25,Whiteleg shrimp_222,SH,2015,233483
25,Whiteleg shrimp_223,SH,2016,56044
25,Whiteleg shrimp_222,SH,2016,265498
25,Whiteleg shrimp_223,SH,2017,60507
25,Whiteleg shrimp_222,SH,2017,269129
