rgn_id,year,pressure_score
25,2007,0.371652716
25,2008,0.35941513
25,2009,0.346665781
25,2010,0.332517987
25,2011,0.318922791
25,2012,0.30989654
25,2013,0.311257911
25,2014,0.309013616
25,2015,0.309314901
