rgn_id,year,value
25,2005,0.215127882
25,2006,0.224455315
25,2007,0.235333295
25,2008,0.23813888
25,2009,0.235306126
25,2010,0.25175045
25,2011,0.25264926
25,2012,0.269679659
25,2013,0.275673109
25,2014,0.277190044
25,2015,0.284729547
25,2016,0.293190665
25,2017,0.303937785
25,2018,0.31549128
