rgn_id,year,w_fis
25,2005,0.510542651
25,2006,0.495456268
25,2007,0.384864468
25,2008,0.376810892
25,2009,0.351796855
25,2010,0.373884053
25,2011,0.458521343
25,2012,0.516004384
25,2013,0.469908749
25,2014,0.430330667
25,2015,0.501072274
