rgn_id,year,resilience_score
25,2010,0.64430442
25,2011,0.645513095
25,2012,0.645292075
25,2013,0.648955215
25,2014,0.665237743
25,2015,0.663167648
25,2016,0.663113197
25,2017,0.674784068
