rgn_id,year,resilience.score
25,2000,0.447079552
25,2001,0.447079552
25,2002,0.447079552
25,2003,0.447079552
25,2004,0.447079552
25,2005,0.447079552
25,2006,0.447079552
25,2007,0.447079552
25,2008,0.447079552
25,2009,0.469624787
25,2010,0.469624787
25,2011,0.469624787
25,2012,0.469624787
25,2013,0.469624787
25,2014,0.469624787
25,2015,0.469624787
25,2016,0.469624787
25,2017,0.469624787
25,2018,0.469624787
25,2019,0.469624787
