rgn_id,year,habitat,health
25,2003,soft_bottom,0.935912223
25,2004,soft_bottom,0.949691517
25,2005,soft_bottom,0.962050781
25,2006,soft_bottom,0.943859228
25,2007,soft_bottom,0.983228267
25,2008,soft_bottom,1
25,2009,soft_bottom,0.998211461
25,2010,soft_bottom,0.992367092
25,2011,soft_bottom,1
25,2012,soft_bottom,1
25,2013,soft_bottom,0.993410187
25,2014,soft_bottom,0.993158151
25,2015,soft_bottom,1
